Player,Squad,Pos,Age,Min,Gls,Ast,xG,xAG,Tkl,Int,Clr,Cmp%,PrgP,PrgC,PrgR_stats_possession,SoT,Sh,KP,Touches,attack_score,defend_score,passing_score,movement_score,role,cluster
Yoann Salmier,Le Havre,DF,31.0,797,0,0,0.8,0.2,14,10,59,81.8,24,7,1,2,5,2,462,16.6,136.5,59.78,58.7,DF,0
Lazar Samardzic,Atalanta,MF,22.0,1169,2,1,2.0,2.9,21,2,6,77.9,92,54,99,12,33,35,867,115.0,55.0,255.99,365.7,MF,4
Diadie Samassékou,Hoffenheim,MF,28.0,290,0,0,0.1,0.0,5,5,5,92.3,11,3,2,1,3,0,190,7.7,27.5,31.23,27.5,MF,0
Mama Samba Baldé,Brest,FW,28.0,1149,2,3,3.0,2.1,13,6,14,72.3,22,35,100,8,29,16,434,88.0,59.0,90.53,295.9,FW,4
Brice Samba,Rennes,GK,30.0,1529,0,0,0.0,0.0,2,0,12,78.1,1,0,0,0,0,0,723,0.0,22.0,9.81,72.3,GK,0
Brice Samba,Lens,GK,30.0,1350,0,0,0.0,0.0,0,1,6,81.1,1,0,0,0,0,0,549,0.0,11.0,10.11,54.900000000000006,GK,0
Albert Sambi Lokonga,Sevilla,MF,24.0,1471,0,2,0.9,1.0,22,9,24,89.4,93,24,20,5,13,19,1018,46.3,98.0,232.44,177.8,MF,3
Junior Sambia,Empoli,"DF,FW",27.0,387,0,0,0.4,0.3,14,2,5,68.1,21,5,20,1,10,6,244,17.3,39.5,58.71,71.9,DF,0
Chuky san jose,Valladolid,MF,20.0,728,2,0,2.2,1.2,8,0,4,68.7,15,6,27,7,16,8,232,42.9,22.0,52.470000000000006,86.2,MF,0
Antonio Sanabria,Torino,FW,28.0,1318,2,1,2.9,0.5,3,1,13,78.4,18,6,54,4,18,9,377,41.8,27.5,61.84,154.7,FW,0
Oihan Sancet,Athletic Club,MF,24.0,1620,15,1,9.7,1.9,13,5,6,81.0,90,52,115,17,47,21,767,188.9,45.0,228.3,384.7,MF,4
Alexis Sánchez,Udinese,FW,35.0,437,0,0,0.8,0.2,3,4,1,76.7,19,2,19,0,7,3,211,10.6,15.5,50.77,62.1,FW,0
Antonio Sánchez,Mallorca,"MF,DF",27.0,1395,0,0,1.1,0.6,28,18,36,72.8,38,18,53,2,17,5,729,40.2,146.0,92.58,205.9,DF,3
Iván Sánchez,Valladolid,"MF,FW",31.0,1404,2,1,0.7,2.9,37,14,10,71.4,77,60,93,5,15,24,755,89.9,117.0,208.84,351.5,MF,4
Javi Sánchez,Valladolid,DF,27.0,2026,2,0,0.5,0.3,26,22,111,87.3,34,4,4,5,11,6,1387,29.5,262.5,86.63000000000001,152.70000000000002,DF,3
Juanlu Sánchez,Sevilla,"MF,DF",20.0,1722,4,4,2.1,2.8,50,17,19,81.5,68,44,83,6,13,24,884,82.2,162.5,200.55,320.4,DF,4
Manu Sánchez,Alavés,DF,23.0,2634,1,0,1.7,1.2,83,30,76,72.2,78,47,97,2,12,16,1477,68.4,340.0,190.82,412.2000000000001,DF,1
Robert Sánchez,Chelsea,GK,26.0,2880,0,0,0.0,0.1,0,2,24,69.7,1,0,0,0,0,2,1323,0.0,40.0,12.27,132.3,GK,0
Jadon Sancho,Chelsea,FW,24.0,1764,3,4,2.2,3.7,13,2,8,82.6,90,102,225,8,24,38,975,151.4,42.0,268.36,700.5,FW,2
Philipp Sander,Gladbach,MF,26.0,1400,1,0,1.2,0.6,33,23,44,80.9,60,16,29,7,18,13,921,49.9,178.0,149.39,174.10000000000002,MF,3
James Sands,St. Pauli,"MF,DF",24.0,453,0,0,0.1,0.0,15,5,8,76.0,16,0,6,0,1,1,259,1.2,52.0,41.1,37.900000000000006,DF,0
Leroy Sané,Bayern Munich,FW,28.0,1637,11,5,10.2,5.5,23,7,3,82.5,64,75,266,29,67,36,1184,238.9,64.5,221.75,762.9,FW,2
Arouna Sangante,Le Havre,DF,22.0,1244,3,0,1.0,0.1,25,21,65,87.1,48,11,3,4,7,3,949,35.0,189.5,109.51,117.4,DF,3
Ibrahim Sangaré,Nott'ham Forest,MF,26.0,590,0,1,0.0,0.4,28,6,13,85.4,27,1,4,1,1,4,407,3.5,87.5,72.74000000000001,50.2,MF,0
Nhoa Sangui,Reims,"DF,MF",18.0,1158,0,2,0.1,0.5,16,8,23,83.9,45,21,53,0,3,5,708,24.2,82.5,113.39,208.3,DF,3
Maroan Sannadi,Athletic Club,FW,23.0,754,1,1,3.5,0.6,5,1,2,72.3,15,21,67,7,19,7,282,60.5,15.0,52.53,193.7,FW,0
Kaishu Sano,Mainz 05,MF,23.0,3043,0,0,0.9,1.2,61,65,56,80.1,159,53,46,2,20,19,1814,77.8,336.0,358.11,352.9,MF,1
Morgan Sanson,Nice,MF,29.0,235,3,0,1.5,0.1,6,4,2,78.3,13,5,17,4,9,1,145,32.0,23.0,35.629999999999995,56.0,MF,0
Baptiste Santamaria,Nice,MF,29.0,927,0,0,0.9,1.0,20,18,19,82.6,45,10,11,3,16,9,589,32.3,104.5,114.76,95.9,MF,3
Baptiste Santamaria,Rennes,MF,29.0,482,0,1,0.1,0.3,11,12,7,82.5,28,3,9,1,4,4,377,8.7,56.5,74.15,60.2,MF,0
Jesús Santiago,Getafe,MF,20.0,372,0,0,0.0,0.0,14,1,3,72.8,16,4,4,0,1,0,184,5.0,34.5,39.28,32.400000000000006,MF,0
Andrey Santos,Strasbourg,MF,20.0,2855,10,3,5.1,3.3,110,32,67,88.2,149,29,26,16,46,27,1983,139.2,384.5,366.22,293.8,MF,5
Kauã Santos,Eint Frankfurt,GK,21.0,765,0,0,0.0,0.0,0,0,10,69.5,1,0,0,0,0,1,326,0.0,15.0,10.45,32.6,GK,0
Tiago Santos,Lille,DF,22.0,404,0,0,0.4,0.6,12,2,4,78.5,17,24,43,4,8,5,285,38.8,34.0,51.15,150.5,DF,0
Pablo Sarabia,Wolves,"MF,FW",32.0,814,3,2,2.9,1.8,16,4,7,69.2,60,15,62,8,17,15,552,58.8,50.5,160.82,201.7,MF,3
Amin Sarr,Hellas Verona,FW,23.0,1907,4,1,3.2,2.1,22,3,14,70.0,41,31,103,7,23,22,681,82.9,71.0,131.3,320.6,FW,4
Ismaila Sarr,Crystal Palace,MF,26.0,2711,8,6,10.7,8.5,22,9,40,66.0,85,75,183,29,59,44,1091,222.9,122.0,286.1,587.6,MF,2
Malang Sarr,Lens,DF,25.0,1385,0,0,0.3,0.3,21,22,63,89.4,54,4,1,1,6,5,1105,12.1,180.5,125.34,118.5,DF,3
Mamadou Sarr,Strasbourg,DF,18.0,2365,0,1,0.8,0.3,37,25,117,93.8,52,7,1,0,5,5,1953,13.6,299.5,124.78,207.8,DF,1
Razvan Sava,Udinese,GK,22.0,1080,0,0,0.0,0.0,0,0,6,70.1,0,0,0,0,0,0,423,0.0,9.0,7.01,42.3,GK,0
Téji Savanier,Montpellier,MF,32.0,2363,2,5,3.8,6.9,29,15,21,69.6,183,26,108,14,45,67,1748,105.6,119.5,509.16,429.8,MF,5
Sávio,Manchester City,"FW,MF",20.0,1766,1,8,5.0,6.9,23,6,9,80.8,67,137,246,21,55,46,1095,236.5,71.5,255.78000000000003,807.0,MF,2
Nicolò Savona,Juventus,DF,21.0,1724,2,1,0.5,1.2,29,11,38,89.5,59,35,44,4,6,16,1227,54.0,137.0,157.55,263.2,DF,3
Joe Scally,Gladbach,DF,21.0,2578,0,0,0.4,1.1,45,16,86,83.4,68,52,69,1,6,11,1850,60.3,251.0,164.14,401.0,DF,1
Giorgio Scalvini,Atalanta,DF,20.0,272,0,0,0.1,0.0,8,4,7,84.6,20,5,7,0,4,0,228,9.2,34.5,48.46,44.3,DF,0
Oliver Scarles,West Ham,"DF,FW",18.0,665,0,0,0.1,0.1,21,11,26,78.8,22,12,44,0,3,2,466,15.2,103.0,55.18,152.6,DF,0
Kevin Schade,Brentford,FW,22.0,2293,11,2,8.2,3.7,39,5,34,59.7,38,61,165,27,55,23,883,205.9,139.0,133.57,509.8,FW,4
András Schäfer,Union Berlin,MF,25.0,1534,1,1,0.6,0.9,52,22,36,73.5,55,23,42,1,12,10,799,40.7,202.0,138.05,198.4,MF,3
Fabian Schär,Newcastle Utd,DF,32.0,2934,4,0,3.7,0.4,36,45,138,83.7,118,18,22,11,40,5,2319,93.9,369.0,253.07,302.9,DF,1
Patrik Schick,Leverkusen,FW,28.0,1684,21,0,12.7,0.6,6,4,17,78.0,21,7,107,32,68,11,578,211.4,45.5,68.1,282.3,FW,4
Stefan Schimmer,Heidenheim,"FW,MF",30.0,247,0,0,1.1,0.3,2,0,4,60.4,3,0,15,2,10,4,84,15.2,10.0,18.94,38.4,MF,0
Joël Schingtienne,Venezia,DF,21.0,1122,0,0,0.0,0.1,27,14,25,86.2,28,5,4,0,0,3,611,5.0,119.5,69.42,76.6,DF,0
Xaver Schlager,RB Leipzig,MF,26.0,181,0,0,0.1,0.7,4,0,3,86.7,6,5,2,0,1,1,123,6.2,12.5,24.270000000000003,23.8,MF,0
Keven Schlotterbeck,Augsburg,DF,27.0,1297,3,1,0.8,0.6,19,15,73,84.5,59,3,2,4,12,7,845,31.6,177.5,141.75,93.0,DF,3
Nico Schlotterbeck,Dortmund,DF,24.0,1982,0,4,1.3,2.1,38,22,79,89.2,195,37,14,4,17,18,2297,62.6,238.5,444.22,313.20000000000005,DF,5
Jeffrey Schlupp,Crystal Palace,"MF,DF",31.0,103,0,0,0.2,0.2,2,0,2,78.0,5,4,9,2,4,3,79,11.4,7.0,22.9,31.9,DF,0
Romano Schmid,Werder Bremen,MF,24.0,2834,5,4,4.3,6.2,43,11,9,74.5,279,107,201,13,47,68,1988,197.1,121.5,698.0500000000001,761.3,MF,2
Niklas Schmidt,Toulouse,MF,26.0,205,0,1,0.1,0.7,6,1,4,78.9,23,2,1,1,3,5,194,6.7,20.0,66.49000000000001,24.4,MF,0
Jan Schöppner,Heidenheim,MF,25.0,2681,4,3,3.9,3.4,56,43,95,74.7,107,35,48,13,41,25,1440,115.3,340.5,278.17,292.5,MF,1
Marvin Schulz,Holstein Kiel,"MF,DF",29.0,306,0,0,0.0,0.7,6,0,17,78.0,11,5,2,1,3,4,220,9.5,37.5,37.9,33.5,DF,0
Alexander Schwolow,Union Berlin,GK,32.0,540,0,0,0.0,0.0,0,0,2,71.5,0,0,0,0,0,0,218,0.0,3.0,7.15,21.8,GK,0
Léo Scienza,Heidenheim,"FW,MF",25.0,1153,3,3,2.0,3.7,17,5,9,66.3,30,70,90,15,38,34,584,143.5,57.5,137.73,343.4,MF,4
Alex Scott,Bournemouth,MF,20.0,755,0,0,0.7,0.9,27,10,15,83.6,52,15,33,6,15,12,485,40.4,96.5,133.06,137.0,MF,3
Simone Scuffet,Cagliari,GK,28.0,1170,0,0,0.0,0.0,0,0,8,70.3,0,0,0,0,0,0,442,0.0,12.0,7.03,44.2,GK,0
Simone Scuffet,Napoli,GK,28.0,90,0,0,0.0,0.0,0,0,2,79.5,0,0,0,0,0,0,46,0.0,3.0,7.95,4.6000000000000005,GK,0
Jérémy Sebas,Strasbourg,"FW,MF",21.0,190,0,0,0.7,0.0,3,0,4,65.9,3,6,10,2,6,1,70,16.4,12.0,14.09,36.0,MF,0
Aleksandar Sedlar,Alavés,DF,32.0,594,0,0,0.0,0.0,18,10,24,82.6,12,2,1,0,1,0,296,3.0,92.0,32.26,34.6,DF,0
Jacopo Seghetti,Empoli,GK,19.0,90,0,0,0.0,0.0,0,0,0,63.6,0,0,0,0,0,0,24,0.0,0.0,6.36,2.4000000000000004,GK,0
Alidu Seidu,Rennes,DF,24.0,803,0,0,0.1,0.3,22,14,17,82.2,41,23,17,0,3,5,616,26.2,97.5,98.62,130.1,DF,3
Nicolas Seiwald,RB Leipzig,"MF,DF",23.0,2084,0,0,0.2,1.7,53,31,76,82.7,140,17,30,0,5,20,1607,22.4,282.0,323.37,246.2,DF,1
Hiroki Sekine,Reims,DF,21.0,887,0,0,0.1,0.2,9,5,51,80.8,39,22,40,0,5,3,628,27.2,104.5,91.18,175.8,DF,3
Matz Sels,Nott'ham Forest,GK,32.0,3420,0,0,0.0,0.4,1,0,26,52.0,2,1,0,0,0,2,1102,1.0,41.0,13.4,111.7,GK,0
Nélson Semedo,Wolves,DF,30.0,2886,0,4,0.9,2.8,62,23,104,80.8,80,67,119,7,18,25,1717,97.3,326.0,225.98,510.2000000000001,DF,1
Antoine Semenyo,Bournemouth,FW,24.0,3203,11,5,10.0,5.8,55,11,39,73.4,109,140,282,40,125,46,1653,378.0,190.5,326.74,939.3,FW,2
Marvin Senaya,Strasbourg,DF,23.0,227,0,0,0.0,0.1,8,7,12,79.7,5,1,2,0,1,2,173,2.0,48.0,21.27,22.8,DF,0
Marcos Senesi,Bournemouth,DF,27.0,1106,0,0,0.8,0.2,39,14,58,76.3,62,12,7,0,3,3,889,16.6,193.0,136.73,120.9,DF,3
Stefano Sensi,Monza,MF,28.0,274,1,0,0.9,0.2,8,3,3,86.0,38,4,8,1,6,3,329,16.3,26.5,89.69999999999999,54.9,MF,0
Suat Serdar,Hellas Verona,MF,27.0,1376,2,1,1.9,1.0,35,8,21,74.8,56,18,35,8,30,10,660,69.8,117.5,140.48000000000002,163.0,MF,3
Sergi,Leganés,DF,32.0,2957,2,0,1.5,0.4,40,39,185,83.7,77,3,2,5,13,5,1875,32.5,435.5,171.07,196.0,DF,1
Nicolás Serrano,Athletic Club,FW,21.0,112,0,0,0.2,0.0,1,1,1,56.8,4,2,18,1,5,1,68,8.9,5.5,15.18,45.8,FW,0
Benjamin Šeško,RB Leipzig,"FW,MF",21.0,2380,13,5,10.0,2.1,7,5,20,67.6,46,47,141,29,66,19,901,215.5,54.0,148.56,442.6,MF,4
Ryan Sessegnon,Fulham,"FW,DF",24.0,580,4,2,1.6,1.1,27,3,18,78.4,22,18,59,8,14,12,363,59.2,87.0,79.14,181.3,DF,3
Stephan El Shaarawy,Roma,"DF,MF",31.0,1098,3,4,2.7,1.2,16,10,13,79.2,49,42,77,12,28,15,635,102.4,71.5,144.01999999999998,280.5,DF,4
Luke Shaw,Manchester Utd,DF,29.0,349,0,0,0.0,0.7,4,2,7,85.9,24,7,7,0,1,5,317,8.0,22.5,66.19,56.2,DF,0
Alen Sherri,Cagliari,GK,26.0,621,0,0,0.0,0.0,1,1,1,72.4,0,0,0,0,0,1,244,0.0,5.5,8.740000000000002,24.4,GK,0
Eldor Shomurodov,Roma,"FW,MF",29.0,1097,4,4,4.7,1.3,14,3,5,75.2,21,19,62,13,29,17,446,88.9,41.5,90.92,197.1,MF,4
Djibril Sidibé,Toulouse,DF,32.0,2101,0,3,0.4,2.9,65,20,64,79.7,121,16,50,1,5,18,1475,23.3,266.0,294.67,271.5,DF,1
Armindo Sieb,Mainz 05,"FW,MF",21.0,762,2,2,2.8,1.1,10,1,7,69.7,18,28,64,7,29,8,333,79.1,32.5,64.27,203.3,MF,0
Benjamin Siegrist,Genoa,GK,32.0,152,0,0,0.0,0.0,0,1,1,65.8,0,0,0,0,0,0,79,0.0,3.5,6.58,7.9,GK,0
Vincent Sierro,Toulouse,MF,28.0,2402,5,1,4.2,3.6,44,16,44,78.4,147,15,27,7,30,30,1646,78.9,186.0,360.64,241.1,MF,5
Tim Siersleben,Heidenheim,DF,24.0,1182,0,0,0.6,0.5,21,20,66,80.8,31,8,12,2,4,6,869,16.2,181.0,80.58,122.9,DF,3
Kiliann Sildillia,Freiburg,DF,22.0,801,2,0,0.5,0.7,17,11,38,73.2,29,11,34,2,7,7,576,28.0,113.0,77.91999999999999,142.1,DF,3
André Silva,Werder Bremen,FW,28.0,375,1,0,2.6,0.4,2,0,3,70.7,10,6,28,5,12,5,176,33.7,8.5,35.77,82.6,FW,0
André Silva,RB Leipzig,"FW,MF",28.0,132,1,2,1.3,0.6,1,1,2,71.4,4,6,11,2,7,3,65,21.6,7.0,27.44,37.5,MF,0
Bernardo Silva,Manchester City,"MF,FW",29.0,2670,4,4,3.9,5.1,56,23,32,86.8,134,101,200,11,32,53,2054,169.3,206.0,383.48,756.9,MF,2
Caio Henrique Oliveira Silva,Monaco,DF,27.0,1929,0,6,0.2,5.0,37,22,59,74.1,102,57,142,1,4,35,1571,62.9,206.5,296.91,526.6,DF,5
Fábio Silva,Las Palmas,FW,22.0,1866,10,3,8.8,2.0,12,4,27,66.3,26,30,119,20,46,16,706,153.6,72.5,97.63,353.6,FW,4
Jota Silva,Nott'ham Forest,"FW,MF",24.0,854,3,1,2.1,2.9,27,12,17,60.2,18,21,59,7,23,14,357,67.7,103.5,74.72,185.2,MF,3
Rui Silva,Betis,GK,30.0,1350,0,0,0.0,0.1,0,0,7,78.6,0,0,0,0,0,2,553,0.0,10.5,11.16,55.3,GK,0
Marco Silvestri,Empoli,GK,33.0,450,0,0,0.0,0.0,0,0,3,63.5,0,0,0,0,0,0,162,0.0,4.5,6.3500000000000005,16.2,GK,0
Abdallah Sima,Brest,"FW,MF",23.0,1238,7,2,5.9,1.0,15,1,9,69.6,24,36,92,18,37,13,510,132.8,45.5,83.46000000000001,289.0,MF,4
Giovanni Simeone,Napoli,FW,29.0,419,1,1,2.6,0.8,2,1,6,69.9,7,11,30,3,13,8,194,36.7,15.0,38.39,95.9,FW,0
Giuliano Simeone,Atlético Madrid,MF,21.0,1926,2,6,2.2,5.2,27,14,22,75.5,49,69,189,7,22,24,1034,111.9,115.0,175.15,584.9,MF,4
Moses Simon,Nantes,"FW,MF",29.0,2609,8,10,5.8,6.7,20,12,13,62.0,59,147,222,13,40,56,1131,242.1,83.5,258.3,777.6,MF,2
Unai Simón,Athletic Club,GK,27.0,1890,0,0,0.0,0.0,0,1,14,69.6,0,0,0,0,0,0,704,0.0,23.0,6.96,70.4,GK,0
Xavi Simons,RB Leipzig,MF,21.0,2150,10,6,5.1,6.3,28,12,19,78.6,140,85,185,23,50,51,1557,209.7,108.5,401.26,653.2,MF,2
Jahmai Simpson-Pusey,Manchester City,DF,18.0,96,0,0,0.0,0.0,1,0,2,93.0,3,1,0,0,0,0,123,1.0,5.0,15.3,13.8,DF,0
Danel Sinani,St. Pauli,"FW,MF",27.0,1250,2,2,1.7,3.0,14,1,13,71.4,60,16,64,12,35,24,693,78.4,49.5,178.14,221.3,MF,4
Lassine Sinayoko,Auxerre,"FW,MF",24.0,2299,5,8,6.5,5.5,33,13,38,76.7,62,53,193,16,60,37,993,165.0,149.0,227.67,564.8,MF,2
Wilfried Singo,Monaco,DF,23.0,2096,1,2,1.9,1.5,37,43,110,86.2,118,35,27,5,17,7,1703,66.3,325.0,265.62,276.8,DF,1
Luis Sinisterra,Bournemouth,"FW,MF",25.0,236,1,1,1.2,1.4,7,1,8,78.5,6,19,38,6,13,9,155,46.4,28.0,40.55,120.0,MF,0
Daley Sinkgraven,Las Palmas,DF,29.0,91,0,0,0.0,0.0,5,1,2,75.8,3,2,7,0,0,1,77,2.0,15.0,15.08,24.7,DF,0
Jailson Siqueira,Celta Vigo,"DF,MF",28.0,614,0,0,0.1,0.0,13,9,28,90.4,43,10,3,2,4,1,551,17.2,86.0,96.54,76.1,DF,0
Ibrahim Sissoko,Saint-Étienne,FW,28.0,819,3,1,4.3,0.6,11,2,13,66.3,12,14,36,4,21,7,297,58.6,45.5,45.93,122.7,FW,0
Ibrahima Sissoko,Bochum,MF,26.0,2610,2,1,1.7,1.6,66,36,61,75.0,105,35,69,8,25,27,1429,81.4,295.5,265.8,333.4,MF,1
Antonio Sivera,Alavés,GK,27.0,2810,0,0,0.0,0.1,2,0,20,53.9,1,0,0,0,0,1,1045,0.0,34.0,9.19,104.5,GK,0
Tim Skarke,Union Berlin,"FW,MF",27.0,1164,0,2,2.1,1.2,14,5,17,70.0,25,26,96,9,20,16,487,63.7,63.5,90.6,279.7,MF,4
Ellyes Skhiri,Eint Frankfurt,MF,29.0,2231,1,2,1.4,1.4,40,31,45,88.5,105,17,27,2,13,22,1544,38.8,209.5,262.04999999999995,233.9,MF,3
Oliver Skipp,Leicester City,MF,23.0,1129,0,0,0.4,0.3,21,11,11,83.5,35,16,19,1,5,9,612,23.3,80.5,92.75,123.2,MF,0
Leo Skiri Østigård,Rennes,DF,24.0,1227,1,0,0.7,0.2,20,15,81,84.8,50,3,1,2,6,2,948,16.4,191.5,112.08,101.3,DF,3
Leo Skiri Østigård,Hoffenheim,DF,24.0,927,0,0,0.3,0.1,9,9,111,83.9,51,0,1,0,5,3,747,5.6,202.5,115.19,76.7,DF,3
Łukasz Skorupski,Bologna,GK,33.0,2364,0,0,0.0,0.0,1,0,13,78.0,0,0,0,0,0,0,1155,0.0,21.5,7.800000000000001,115.5,GK,0
Andreas Skov Olsen,Wolfsburg,"FW,MF",24.0,535,1,1,0.8,1.9,8,2,12,80.4,22,22,48,1,7,18,329,35.1,38.0,87.74,161.9,MF,0
Robert Skov,Union Berlin,"DF,MF",28.0,852,2,2,1.7,2.4,15,8,9,65.9,36,25,45,5,16,19,564,57.9,59.5,120.29,183.9,DF,3
Milan Škriniar,Paris S-G,DF,29.0,382,0,0,0.2,0.1,7,3,16,96.5,20,3,0,0,3,1,417,6.4,44.0,51.45,46.2,DF,0
Steven Skrzybski,Holstein Kiel,"MF,FW",31.0,1323,6,3,3.5,2.9,19,11,11,70.0,64,17,71,12,32,22,619,92.0,76.5,185.7,229.4,MF,4
William Smallbone,Southampton,MF,24.0,690,1,0,0.6,0.7,20,2,14,75.8,27,5,25,1,7,10,431,17.7,65.0,78.68,100.6,MF,0
Adam Smith,Bournemouth,DF,33.0,1590,0,0,0.7,0.4,24,15,49,75.7,49,15,34,0,3,8,825,19.4,151.5,118.77,173.0,DF,3
Eric Smith,St. Pauli,"DF,MF",27.0,2827,1,1,1.4,1.5,46,37,104,80.8,118,16,11,9,24,28,1956,59.3,322.0,293.58000000000004,241.6,DF,1
Justin Smith,Espanyol,MF,21.0,209,0,0,0.0,0.0,9,4,3,65.6,6,4,7,0,0,1,95,4.0,30.5,20.06,29.5,MF,0
Emile Smith Rowe,Fulham,MF,24.0,2043,6,3,4.5,1.4,31,11,16,90.1,126,53,127,11,37,24,1223,133.5,108.0,310.21,455.8,MF,5
Ivan Smolčić,Como,DF,23.0,630,0,0,0.4,0.1,16,10,24,83.0,23,3,9,3,7,2,475,15.3,88.0,57.6,70.0,DF,0
Eduard Sobol,Strasbourg,DF,29.0,95,0,0,0.0,0.0,0,2,14,64.7,3,0,2,0,0,0,53,0.0,25.0,12.47,9.3,DF,0
Simon Sohm,Parma,MF,23.0,2989,4,0,3.1,2.1,28,26,36,85.2,140,69,67,13,34,20,1467,140.7,162.0,324.82,384.2000000000001,MF,5
Alex Sola,Getafe,"MF,FW",25.0,1029,0,1,1.0,0.7,21,7,11,64.0,23,24,61,2,15,9,446,44.0,72.5,71.0,202.6,MF,0
Dominic Solanke,Tottenham,FW,26.0,2201,9,3,10.9,2.9,18,1,23,70.6,47,31,88,24,59,14,655,174.8,72.5,139.76,288.0,FW,4
Ola Solbakken,Empoli,"MF,FW",25.0,760,0,0,0.8,0.4,7,2,8,70.9,20,18,32,3,4,9,263,28.1,30.0,61.790000000000006,117.3,MF,0
Carlos Soler,West Ham,"MF,FW",27.0,1409,1,1,1.8,1.4,16,8,21,85.2,56,17,37,8,25,18,794,60.6,79.5,154.72,178.9,MF,3
Oumar Solet,Udinese,DF,24.0,1672,1,2,0.8,1.2,33,17,78,88.5,65,20,6,7,12,17,1325,47.1,217.0,173.95,174.5,DF,3
Jhon Solis,Girona,MF,19.0,535,1,0,0.7,0.1,13,4,6,89.5,29,9,15,1,4,2,364,18.9,43.0,70.25,79.9,MF,0
Yann Sommer,Inter,GK,35.0,2880,0,0,0.0,0.0,0,0,13,87.6,1,0,0,0,0,0,1388,0.0,19.5,10.76,138.8,GK,0
David Soria,Getafe,GK,31.0,3420,0,0,0.0,0.0,4,1,21,49.9,1,0,0,0,0,0,1118,0.0,41.5,6.99,111.8,GK,0
Juan Soriano,Leganés,GK,26.0,540,0,0,0.0,0.0,1,0,2,53.0,0,0,0,0,0,0,199,0.0,5.0,5.300000000000001,19.9,GK,0
Borna Sosa,Torino,DF,26.0,1181,0,0,0.3,0.7,26,14,33,79.6,51,13,49,1,4,11,781,19.1,129.5,128.56,195.6,DF,3
Ramón Sosa,Nott'ham Forest,"FW,MF",24.0,295,1,0,1.0,0.5,5,4,5,68.0,6,12,17,5,11,8,154,35.5,25.5,32.3,67.4,MF,0
Hugo Sotelo,Celta Vigo,MF,20.0,1254,0,0,0.2,1.7,28,5,9,85.8,83,21,38,0,4,19,1097,25.4,79.5,208.18,217.2,MF,3
Florian Sotoca,Lens,"FW,MF",33.0,1794,1,1,4.6,1.5,22,14,25,73.5,105,44,170,18,47,18,1186,130.2,109.5,251.85,524.6,MF,4
Riccardo Sottil,Fiorentina,"FW,MF",25.0,833,1,1,0.9,0.9,5,4,3,70.5,18,71,100,6,22,12,356,106.8,22.5,66.75,342.1,MF,4
Riccardo Sottil,Milan,"FW,MF",25.0,123,0,0,0.2,0.3,1,0,0,74.5,3,11,14,0,2,3,63,13.4,2.0,18.85,50.8,MF,0
Tomáš Souček,West Ham,MF,29.0,2567,9,1,6.7,1.0,46,20,85,73.8,74,9,68,17,55,14,1280,129.9,259.5,182.38,277.5,MF,1
Matìas Soulé,Roma,"MF,DF",21.0,1781,5,5,3.0,5.2,26,9,25,82.2,89,84,191,13,42,51,1271,166.5,107.5,293.32,635.1,DF,2
Boubakary Soumaré,Leicester City,MF,25.0,2171,0,0,0.3,0.4,37,27,34,87.0,105,34,23,0,7,11,1441,41.6,179.0,236.4,241.1,MF,3
Issa Soumaré,Le Havre,"FW,MF",23.0,1902,5,4,3.8,3.1,25,16,32,61.2,45,61,144,19,43,28,839,155.1,130.0,159.42000000000002,463.4,MF,4
Djibril Sow,Sevilla,MF,27.0,2062,2,1,2.4,1.6,25,28,26,88.8,100,23,50,6,22,21,1197,64.8,145.0,248.18,254.2,MF,3
Saidou Sow,Strasbourg,DF,22.0,1018,0,1,0.3,0.2,9,15,37,90.7,16,0,2,1,4,2,735,6.1,103.5,47.67,77.5,DF,0
Saidou Sow,Nantes,DF,22.0,799,1,0,0.6,0.4,17,13,46,83.2,15,2,0,2,5,2,511,14.2,129.0,42.52,54.1,DF,0
Djed Spence,Tottenham,DF,23.0,1792,1,2,0.6,1.8,47,21,74,85.4,105,59,70,3,10,11,1428,77.7,247.0,246.44,371.3,DF,1
Leonardo Spinazzola,Napoli,"DF,FW",31.0,1517,1,1,0.8,3.5,17,9,31,79.3,88,83,81,4,12,26,1051,105.6,98.5,236.43,391.6,DF,4
Marco Sportiello,Milan,GK,32.0,126,0,0,0.0,0.0,0,0,1,83.6,0,0,0,0,0,0,63,0.0,1.5,8.36,6.300000000000001,GK,0
Anton Stach,Hoffenheim,"MF,DF",25.0,2585,1,2,2.0,2.2,66,46,101,82.6,152,33,36,10,35,26,1925,90.0,375.5,363.86,314.0,DF,1
Jens Stage,Werder Bremen,MF,27.0,2204,10,5,7.2,2.8,49,18,42,77.0,104,28,89,15,44,23,1271,138.9,197.0,273.6,347.1,MF,5
Josip Stanišić,Bayern Munich,DF,24.0,876,0,2,0.3,1.5,13,6,29,91.6,76,20,30,0,2,14,876,22.6,81.5,192.66,177.60000000000002,DF,3
Filip Stankovic,Venezia,GK,22.0,1367,0,0,0.0,0.0,0,0,11,72.5,0,0,0,0,0,0,566,0.0,16.5,7.25,56.6,GK,0
Carl Starfelt,Celta Vigo,DF,29.0,2270,1,0,0.5,0.2,40,31,129,93.7,66,11,1,1,5,6,1901,21.5,335.5,150.97,208.6,DF,1
Niklas Stark,Werder Bremen,DF,29.0,2106,0,1,1.1,0.1,33,36,129,85.6,62,7,3,3,12,1,1558,25.7,331.5,137.36,172.3,DF,1
